City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
702,Brignoles,FR,43.4,6.0667,80.31,42,63,8.9,broken clouds
703,Raudeberg,NO,61.9875,5.1352,58.87,92,99,3.56,light rain
704,Kaduqli,SD,11.0167,29.7167,86.0,48,73,9.69,broken clouds
705,Izmit,TR,40.7669,29.9169,71.96,46,20,3.89,few clouds
706,Sheregesh,RU,52.9209,87.9869,38.93,99,100,3.58,moderate rain
707,Carlisle,US,40.2015,-77.1889,89.02,43,12,9.48,few clouds
708,Zhezkazgan,KZ,47.8043,67.7144,63.7,30,90,21.59,overcast clouds
709,Nongan,CN,44.382,125.1685,55.81,90,69,7.16,broken clouds
710,Inuvik,CA,68.3499,-133.7218,34.66,83,90,11.5,overcast clouds
711,General Cepeda,MX,25.3833,-101.45,69.21,27,1,4.14,clear sky
712,Altona,DE,53.55,9.9333,77.41,73,75,13.8,broken clouds
713,Sabang,ID,5.8933,95.3214,83.26,73,100,15.7,overcast clouds
